,classifier,cv-folds,param_name,param_value,train_mean_heavy,train_mean_light,train_mean_total,train_std_heavy,train_std_light,train_std_total,validation_mean_heavy,validation_mean_light,validation_mean_total,validation_std_heavy,validation_std_light,validation_std_total
0,xgboost,3,max_depth,3,,,0.772400429474,,,0.000642518064834,,,0.768642284082,,,0.00084236400738
