,classifier,cv-folds,ks_mean_heavy,ks_mean_light,ks_mean_total,ks_std_heavy,ks_std_light,ks_std_total,param_name,param_value,train_mean_heavy,train_mean_light,train_mean_total,train_std_heavy,train_std_light,train_std_total,validation_mean_heavy,validation_mean_light,validation_mean_total,validation_std_heavy,validation_std_light,validation_std_total
0,xgboost,3,0.20579080119,0.153920758578,,0.259590699096,0.159607828405,,max_depth,3,0.746879480748,0.757746862398,0.752512854267,0.00218712342516,0.000987140216992,0.0008799867071,0.742039709626,0.753670288111,0.748068704385,0.00270675243125,0.00037600356938,0.00136067920232
